Date,Precipitation,Min_temp,Max_temp,East_wind,North_wind
1/1/06,0,266.529724,272.646118,0.517828,-3.054363
1/2/06,0,265.668427,270.477325,1.259853,-2.581494
1/3/06,0,265.65683,272.201263,-0.862395,3.370174
1/4/06,0,266.37915,272.947357,-1.619729,2.124147
1/5/06,0,265.212677,271.806061,-1.831804,2.130844
1/6/06,2.424983,267.043243,272.92691,-2.456637,2.381707
1/7/06,4.450659,269.596588,277.811707,-2.666759,3.881458
1/8/06,1.549761,267.605377,278.845215,2.750152,-1.632981
1/9/06,0.55096,259.876495,270.623291,3.599495,-5.118819
1/10/06,0,260.014038,267.770325,2.820228,-3.28537
1/11/06,0,263.173767,274.983276,3.438185,2.364503
1/12/06,0,270.196472,275.824646,3.116153,3.305788
1/13/06,0.373065,267.51355,274.114136,3.673076,-3.162766
1/14/06,0,264.626129,272.971436,0.384065,0.479275
1/15/06,0,265.388611,273.227844,-2.309917,3.070502
1/16/06,1.507176,266.207855,273.524353,-2.87416,5.542096
1/17/06,15.535559,271.730957,282.256287,-4.622256,7.346455
1/18/06,1.141988,270.280884,278.790924,3.616144,2.567337
1/19/06,5.677237,271.111908,278.670349,-1.343245,8.115637
1/20/06,2.853147,270.531738,278.228882,5.911402,2.559023
1/21/06,0,265.7724,273.844818,9.158266,0.276226
1/22/06,0,262.937103,269.324341,4.385131,-2.105786
1/23/06,0.524055,259.383179,267.575562,3.211713,-3.916945
1/24/06,0.572146,263.060913,273.874451,4.863654,3.16723
1/25/06,1.133728,268.160461,275.401672,3.585003,2.401558
1/26/06,2.234198,271.787598,277.401306,3.111672,6.592419
1/27/06,2.949721,258.902222,276.815369,1.300424,-3.052763
1/28/06,1.192058,254.640182,264.212738,4.137227,-3.156022
1/29/06,0.777719,258.084106,267.4646,4.675933,2.032923
1/30/06,0,261.37973,268.779236,4.695004,-0.007654
1/31/06,0,262.087585,271.93338,3.556348,0.818533
2/1/06,0.602484,266.647095,275.643341,-0.020342,5.450159
2/2/06,27.462555,276.916412,286.365997,-0.854787,6.180189
2/3/06,10.801041,259.101654,278.918945,3.303197,-6.375823
2/4/06,0,251.699417,262.534363,2.763863,-6.691726
2/5/06,0,252.675018,267.154327,-0.138772,3.160827
2/6/06,0,261.618134,273.831604,0.488898,5.476153
2/7/06,0,268.32196,276.566895,1.85775,2.915049
2/8/06,0.302868,269.056427,275.914429,1.594393,1.72454
2/9/06,0,270.329498,277.137665,1.782753,3.262933
2/10/06,0,269.763641,277.211029,4.183044,-0.432857
2/11/06,0,268.090851,275.627045,4.309356,-1.592063
2/12/06,0.657623,268.157501,276.227051,3.303111,1.998371
2/13/06,0,268.508453,276.382385,3.910222,-2.12868
2/14/06,0,269.77124,277.986145,2.534023,4.552915
2/15/06,1.938373,265.490692,279.239471,1.353176,-3.504837
2/16/06,0,263.800323,274.628296,-0.546067,2.884935
2/17/06,0,269.473663,278.522797,2.329897,-0.974
2/18/06,0,264.504547,276.202332,-1.505001,-2.913557
2/19/06,1.260429,265.723663,275.31839,-0.320613,2.288271
2/20/06,0,268.277802,276.520599,1.32735,-2.703068
2/21/06,1.194509,269.814667,278.834442,2.900081,-1.641834
2/22/06,0,270.980316,280.321869,5.726248,0.094789
2/23/06,0,273.084137,282.533539,4.623534,0.314851
2/24/06,0,273.820923,281.776276,1.056382,-2.457515
2/25/06,0,272.23877,279.928192,-1.877149,-3.41958
2/26/06,0.311834,267.720642,278.068024,-1.316034,1.544699
2/27/06,0,269.805969,279.190826,-1.705456,4.77971
2/28/06,5.390923,272.979095,281.472809,0.281056,5.035818
3/1/06,0,274.418243,284.058777,3.948277,-2.152159
3/2/06,0.314582,269.914917,278.673462,2.8134,-3.717527
3/3/06,0,269.025879,276.672668,2.949952,-3.006135
3/4/06,0,271.286469,279.600342,2.78072,-1.247995
3/5/06,4.032138,273.982849,278.60498,-1.938029,5.985906
3/6/06,12.171693,280.013428,286.037231,0.669384,4.626777
3/7/06,0.515924,268.063293,284.566406,6.741159,-1.616853
3/8/06,0,265.205231,274.797058,4.768885,-5.408675
3/9/06,2.576363,267.355957,275.848053,-2.348276,3.883021
3/10/06,0.744143,270.673737,278.368744,-0.297227,-1.176668
3/11/06,0,270.331665,278.452667,-0.242669,0.210747
3/12/06,0.315395,271.421936,278.233582,-0.24924,4.665731
3/13/06,0.642527,272.663483,282.160278,0.672383,1.996932
3/14/06,0,272.258698,281.405701,1.618256,-3.433707
3/15/06,0,268.545044,277.860443,1.412337,-5.035067
3/16/06,0,269.240295,282.279633,1.812105,-1.405529
3/17/06,0,275.874084,286.240356,1.009839,3.195545
3/18/06,1.289703,277.40332,287.020599,-2.222602,2.852547
3/19/06,7.041905,273.14035,281.405304,-2.714585,-1.693636
3/20/06,0.643571,277.421326,288.24588,3.073896,-3.042412
3/21/06,0.728335,275.940979,285.624573,2.159208,-3.157439
3/22/06,1.465579,276.000519,285.603302,-0.442378,-1.731175
3/23/06,0,265.958496,282.7836,0.472588,-6.478616
3/24/06,0,263.677582,273.950653,2.447633,-5.986168
3/25/06,0,267.059631,280.375916,0.389201,2.985501
3/26/06,33.008945,272.889709,279.069519,-4.520241,1.870496
3/27/06,2.870595,266.081146,277.800385,1.184304,-6.551145
3/28/06,2.851158,265.999664,277.382355,-1.049008,1.858451
3/29/06,21.269096,271.16626,279.240936,-3.926148,4.623306
3/30/06,1.444342,276.180511,287.580292,5.695339,3.38859
3/31/06,0,273.216888,282.412292,8.498273,1.607751
4/1/06,0,273.14035,283.52478,3.402923,-1.952132
4/2/06,4.28619,275.271484,285.805847,-2.068443,3.59022
4/3/06,1.496657,279.309662,290.206726,-3.123377,4.269216
4/4/06,8.108027,279.696594,296.475311,-1.492426,7.387471
4/5/06,2.897903,280.500061,297.981628,3.327239,-1.196746
4/6/06,2.012796,280.513245,294.25177,2.703264,3.319043
4/7/06,6.912272,283.971191,294.866608,2.899166,3.583569
4/8/06,1.991888,274.861328,293.649811,6.752347,-2.038219
4/9/06,1.196218,270.972229,279.112885,6.214164,-4.000181
4/10/06,0,270.461761,278.314423,4.162954,-4.176247
4/11/06,0,270.042938,282.470215,1.676057,-2.856885
4/12/06,15.642278,275.602539,285.243652,-1.577408,5.870769
4/13/06,2.832241,279.739563,295.149536,2.827485,2.770892
4/14/06,0.530745,268.582367,289.189301,1.876794,-5.776097
4/15/06,0,267.865234,278.385437,1.118004,-4.305785
4/16/06,0,270.707825,279.883148,-1.543503,4.215451
4/17/06,12.913221,275.317963,283.198181,-3.592698,2.801349
4/18/06,29.44248,277.249176,281.711395,-1.550574,-5.412735
4/19/06,0,277.208618,285.819763,4.989887,-2.574125
4/20/06,3.889125,278.645599,289.89032,-0.052293,3.517
4/21/06,5.528902,279.953461,288.142181,0.893018,-4.421399
4/22/06,0,277.599976,288.533569,0.229503,-5.523895
4/23/06,0,278.681458,289.911255,-0.82791,-0.112133
4/24/06,0,281.422852,294.696289,-0.78126,5.964422
4/25/06,1.649335,284.700806,294.555969,-0.78088,6.966343
4/26/06,2.269065,285.966949,296.222107,0.477485,5.71778
4/27/06,2.827975,281.645813,295.515808,3.065863,-1.383856
4/28/06,0.289875,279.582397,293.111755,2.257387,-2.770088
4/29/06,0,280.054932,293.675751,0.021991,3.552328
4/30/06,17.005081,281.320862,289.369751,-0.553957,5.930412
5/1/06,16.388096,282.609253,293.418427,0.859363,-1.778787
5/2/06,0,277.367645,287.956512,2.231483,-5.954342
5/3/06,0.901668,274.849915,285.399658,2.296619,-5.232489
5/4/06,0.767902,275.765198,285.278076,0.838812,-3.567255
5/5/06,0,276.209839,288.770752,0.857991,-2.194989
5/6/06,0,276.902039,291.520264,2.171583,0.739054
5/7/06,0,281.616821,290.837341,1.764625,3.803825
5/8/06,0,278.303223,290.839905,3.64643,-2.228687
5/9/06,0,278.046936,292.203491,1.517541,-2.594859
5/10/06,0,278.844147,294.889221,-1.152994,5.414251
5/11/06,0.369489,286.824005,301.959717,0.862455,5.732223
5/12/06,0.499952,289.440613,302.88382,3.348258,4.048806
5/13/06,1.541974,288.077148,301.581299,2.305722,-1.647734
5/14/06,1.352044,283.524017,297.644867,-0.440277,-3.137125
5/15/06,0,280.205902,297.530701,-0.760014,0.676248
5/16/06,0,280.11853,298.839447,-0.84064,2.693326
5/17/06,0.401335,283.767609,298.436798,0.44167,4.169724
5/18/06,3.225149,287.918823,297.205078,1.453536,2.04956
5/19/06,0.878903,286.20752,296.781647,-1.219104,-2.321724
5/20/06,2.676342,284.512573,294.020416,-0.994712,1.36488
5/21/06,2.632784,282.010559,294.02652,1.359367,-2.818354
5/22/06,2.751696,282.175476,293.693848,2.549627,-1.983618
5/23/06,1.63649,283.525421,290.881592,0.585453,-4.12288
5/24/06,5.575235,282.600159,290.858704,-1.336032,-3.134315
5/25/06,0.393251,281.112152,293.338226,1.412186,-4.325566
5/26/06,0,281.788086,299.692444,3.782994,-0.414556
5/27/06,6.667634,285.652832,298.511444,4.205197,-2.167077
5/28/06,0,279.819122,296.35434,2.479203,-4.216542
5/29/06,0,283.144745,302.641846,3.650738,0.949035
5/30/06,1.319555,289.29483,302.744904,5.099463,1.812825
5/31/06,1.116017,284.125305,295.806549,1.69167,-2.97992
6/1/06,0.991245,284.773529,299.585907,-0.669401,3.408854
6/2/06,2.779231,284.616852,298.48645,1.32456,0.384183
6/3/06,1.058471,283.001709,293.990875,3.203256,-1.181966
6/4/06,7.240998,282.644897,293.615143,1.032472,2.320034
6/5/06,1.088911,282.701752,293.927826,2.489862,-2.476447
6/6/06,0,280.651031,294.296143,1.590674,-1.905963
6/7/06,0,281.154907,295.403687,-0.789253,3.218252
6/8/06,1.244085,286.022278,295.788361,0.85002,2.214618
6/9/06,0,281.571533,293.244171,3.516753,-4.326662
6/10/06,0,279.687134,293.456055,1.033875,-1.802081
6/11/06,0,282.283478,295.007172,-0.953874,1.845606
6/12/06,0,282.660187,296.066376,-0.810587,1.309588
6/13/06,0,282.871826,295.861969,0.230566,-2.118199
6/14/06,0,283.087921,296.981079,2.360377,-2.325834
6/15/06,0,284.095734,292.920746,2.598016,-4.865059
6/16/06,0,281.010895,299.032837,3.146003,-2.460349
6/17/06,0.59291,286.665283,301.148651,4.083131,-1.335323
6/18/06,0.352777,288.8479,301.285431,4.14262,1.325066
6/19/06,1.829743,290.405396,302.02771,3.987031,1.542188
6/20/06,5.793245,291.516998,302.677856,4.220576,2.599682
6/21/06,6.503249,290.374786,301.470306,3.570409,-1.944189
6/22/06,0.375263,284.800079,296.233368,1.143504,-4.566113
6/23/06,0,282.02771,291.333435,1.845698,-3.772179
6/24/06,1.100775,279.960144,291.292786,2.774068,-3.342616
6/25/06,3.170593,284.853577,295.384979,4.515337,-0.809983
6/26/06,1.865878,285.306976,297.711365,2.294279,-1.434434
6/27/06,0.783054,285.199158,297.786469,0.403505,-0.795817
6/28/06,0,283.670776,297.187927,-0.192038,-2.783718
6/29/06,0,283.548035,297.863495,0.265001,-3.217889
6/30/06,0,283.951508,299.873016,0.684096,-2.007675
7/1/06,1.040496,285.996643,301.098846,3.083792,-1.214528
7/2/06,0.828229,285.802734,299.690979,2.206074,-3.511039
7/3/06,0,286.162476,303.093903,3.063278,-0.825867
7/4/06,0,288.341583,306.795349,2.361103,-0.944569
7/5/06,0,289.559937,301.666656,2.129261,1.4306
7/6/06,0,293.240082,308.541077,3.951214,3.97168
7/7/06,13.12307,290.762665,304.667023,3.478181,1.875135
7/8/06,0.386059,287.679626,299.414398,2.662853,-3.229997
7/9/06,0,284.961334,299.873718,1.445975,-2.12459
7/10/06,0.518155,286.280396,303.107544,0.448206,3.572937
7/11/06,8.249944,288.380554,299.838379,1.535426,-1.450925
7/12/06,0,286.280579,302.857147,0.777567,-0.692494
7/13/06,0,288.851959,307.521332,0.572657,4.645951
7/14/06,9.355472,287.359497,301.329742,1.73621,3.294245
7/15/06,1.120255,290.102295,300.739929,3.055851,-0.477455
7/16/06,0,287.684998,300.770752,2.858784,-0.438999
7/17/06,0,289.373077,305.542999,3.426205,2.463192
7/18/06,9.048012,292.754883,304.90741,3.302291,1.23107
7/19/06,12.1302,289.048798,299.827667,0.776508,-3.154419
7/20/06,0.947773,284.537964,297.25177,-1.825912,-1.073121
7/21/06,3.591253,288.627045,297.00824,-1.384392,2.42473
7/22/06,4.097241,288.627991,298.250122,2.110262,-1.692155
7/23/06,1.327842,287.455383,298.205414,3.724244,-2.652291
7/24/06,0,287.22879,301.420532,3.215501,-2.315361
7/25/06,0,288.669678,304.867981,2.704471,0.326839
7/26/06,0,290.870422,302,1.833069,1.493079
7/27/06,0,290.758514,305.79715,2.981667,-1.179742
7/28/06,2.544966,291.497131,304.889893,2.805953,-0.189176
7/29/06,5.526268,291.476166,302.91864,-0.410975,0.302148
7/30/06,4.680549,289.457458,298.812317,-2.899812,2.388577
7/31/06,0.646998,289.628662,298.947235,-1.007221,3.656114
8/1/06,0.50615,291.890381,302.691711,0.380269,2.801419
8/2/06,0,290.968658,303.595001,1.163512,1.826504
8/3/06,2.479334,290.574768,302.791901,0.92929,-0.275126
8/4/06,0,289.644287,301.464935,-0.314502,-3.515104
8/5/06,0,285.402527,302.937622,0.332546,1.410993
8/6/06,0,288.20874,304.75351,1.419263,3.413748
8/7/06,0.604957,290.271088,303.026062,1.657522,3.388581
8/8/06,0.628678,290.2612,302.691345,1.766293,2.629939
8/9/06,0.959709,290.836792,303.762421,3.072865,-0.663073
8/10/06,0,288.801147,302.977173,1.860541,-1.660764
8/11/06,0,291.099854,307.98349,2.469424,3.261266
8/12/06,0,293.533142,308.147095,3.274483,1.927115
8/13/06,0,294.870239,309.34787,3.273589,2.333674
8/14/06,0,293.66983,305.949097,3.751375,1.3598
8/15/06,12.284983,288.924622,302.014893,0.379382,-1.491278
8/16/06,16.487001,289.807861,299.676666,-2.842995,0.103756
8/17/06,1.148041,288.858459,298.807465,-2.420073,-2.538037
8/18/06,0,288.294922,301.072144,-1.437906,3.110806
8/19/06,6.041949,290.764954,301.553894,-0.072838,4.50438
8/20/06,4.553435,290.318085,301.332428,-0.401187,0.98263
8/21/06,16.190493,290.135986,302.049713,-0.300402,-2.201299
8/22/06,1.100567,289.188721,298.893402,4.170084,-2.789939
8/23/06,0,284.326538,296.650299,1.990778,-3.429839
8/24/06,0,284.551849,299.019562,0.014072,4.200651
8/25/06,8.038375,288.929565,300.447906,1.888878,3.883787
8/26/06,0.502382,287.405334,298.964264,0.93508,-3.594109
8/27/06,1.528091,282.3638,297.97583,-0.344943,2.739452
8/28/06,2.607946,288.296539,296.815521,-0.28838,2.615844
8/29/06,0,288.085968,299.597626,-1.213596,1.923202
8/30/06,9.156014,289.668549,301.701172,0.116178,3.879244
8/31/06,0,285.330811,299.78418,4.347217,-3.009685
9/1/06,0,280.617157,292.414246,4.038117,0.283054
9/2/06,0,280.914948,292.536407,1.496187,-2.077489
9/3/06,1.331295,281.862457,293.348053,-1.398779,5.858649
9/4/06,51.911037,292.620178,299.259918,1.222962,5.087572
9/5/06,5.029441,283.224152,295.721558,3.545896,-5.26448
9/6/06,0,274.712463,291.476868,-1.118056,2.101385
9/7/06,0,282.17627,293.52417,-0.216791,4.548345
9/8/06,0.336916,284.807587,295.099121,0.958144,4.981013
9/9/06,0,287.406921,295.654846,-0.296338,0.225515
9/10/06,0,286.212189,295.795013,-1.82334,-0.102076
9/11/06,0.916889,286.377747,295.294708,-3.321847,1.77235
9/12/06,19.742802,288.662354,296.897583,0.001495,5.096354
9/13/06,0.34239,284.642517,297.441071,4.144104,-3.349775
9/14/06,0.609194,279.110596,291.430206,1.27774,-1.959979
9/15/06,36.346954,283.543579,295.05603,-0.308718,4.1341
9/16/06,2.639023,286.481995,297.059448,6.122669,1.354288
9/17/06,0,282.4729,293.262482,5.756127,0.875769
9/18/06,0,282.640839,296.651611,0.685544,4.421348
9/19/06,0.38549,289.028534,301.80127,0.35923,5.755534
9/20/06,10.35793,291.472015,302.936432,0.939807,5.804234
9/21/06,19.325411,281.737152,299.897766,2.109708,-2.758377
9/22/06,19.276949,280.008667,289.142822,0.92359,-2.071476
9/23/06,0,277.827362,288.585815,1.348349,-2.341222
9/24/06,16.600313,280.790009,289.020874,-3.34074,3.443938
9/25/06,19.310587,282.54541,295.443634,0.201821,2.905894
9/26/06,18.739777,284.764557,297.193665,0.119129,4.259142
9/27/06,12.928214,286.895203,296.134033,3.766768,-1.112278
9/28/06,0,283.236694,296.487885,-0.554841,2.256618
9/29/06,10.946609,286.277863,296.045532,-0.849044,4.79998
9/30/06,5.05193,281.154968,297.239349,5.459807,-2.871733
10/1/06,0,275.671875,287.464142,2.408902,-2.50044
10/2/06,15.11521,277.91568,292.242157,-1.157108,6.055047
10/3/06,1.837485,278.248383,295.828217,7.760836,-0.665657
10/4/06,0,273.79306,283.494812,6.087497,-0.340935
10/5/06,10.93548,274.58548,284.095795,2.301675,0.229112
10/6/06,0.512169,274.85849,285.178528,4.798694,-1.205647
10/7/06,0.499866,275.282715,284.247955,2.996776,2.547289
10/8/06,0,279.116516,290.993347,0.746054,3.791644
10/9/06,97.984665,283.246185,291.294708,-3.050725,3.596786
10/10/06,2.093996,280.515533,291.108337,6.105042,1.267456
10/11/06,0.804445,277.112488,284.755341,1.032421,-3.592553
10/12/06,0,272.939758,282.342712,-0.475542,-3.519542
10/13/06,1.416569,275.407623,281.918762,-0.114428,2.945977
10/14/06,1.757398,274.344635,283.654785,0.438474,0.67256
10/15/06,0,273.758759,285.884033,1.495085,2.789242
10/16/06,1.679788,279.256317,288.309906,0.077712,5.670385
10/17/06,39.257236,279.727386,283.618591,-0.23934,5.502438
10/18/06,1.746185,275.176483,287.154572,6.609388,-2.50076
10/19/06,0,272.023956,283.767151,2.40993,2.963059
10/20/06,1.121964,277.901825,285.702271,0.945221,5.82972
10/21/06,0,276.969666,288.955261,3.720585,-1.294132
10/22/06,0,277.409241,291.426361,1.97992,4.137614
10/23/06,0.587509,281.543121,290.788757,3.666979,4.23411
10/24/06,5.703129,279.137451,289.094666,4.257511,-2.293581
10/25/06,0.534153,275.645325,284.545868,2.878567,-3.959213
10/26/06,0,272.75351,281.436859,0.699882,-1.842392
10/27/06,0,272.356049,285.055206,-0.318841,5.240209
10/28/06,0,278.11853,287.213257,1.623269,1.138798
10/29/06,0,273.82843,283.275879,-0.36241,-2.892539
10/30/06,0,272.133453,281.491394,-0.517091,2.629698
10/31/06,0,271.10083,283.132385,-0.384742,3.706295
11/1/06,0.455955,275.545654,282.897827,-0.289352,2.104094
11/2/06,0,274.030182,284.638702,-0.844836,-0.909404
11/3/06,0.79333,273.077545,283.727783,-0.65305,2.429631
11/4/06,0.403995,275.600586,283.065887,-1.115468,-2.28799
11/5/06,0,273.737183,281.135498,-2.284126,0.133159
11/6/06,4.110182,275.985413,282.761139,0.704219,-0.804085
11/7/06,0,273.637848,282.550262,4.681225,-2.068113
11/8/06,0,274.038666,284.041931,1.768452,2.704296
11/9/06,0,275.895599,286.717285,-0.377988,5.054856
11/10/06,1.199234,279.286041,286.089966,-0.739321,5.364876
11/11/06,0,276.730377,284.871918,4.179703,-1.202845
11/12/06,0,275.526001,286.02832,2.702874,7.122476
11/13/06,2.115991,273.127136,282.805237,8.229366,0.389857
11/14/06,0,270.210632,276.850098,3.813967,-2.531889
11/15/06,0,270.502197,276.616425,1.507829,1.596912
11/16/06,0,269.929443,279.384491,-0.735519,4.035916
11/17/06,0,271.613708,278.034302,-1.837766,2.351945
11/18/06,0,271.398285,276.560913,-2.370929,-0.927779
11/19/06,11.678485,273.088959,275.585144,-2.985171,-3.780209
11/20/06,8.668062,273.429932,278.303864,-0.741703,-6.900673
11/21/06,0.415934,272.415863,276.429962,1.292843,-5.79612
11/22/06,0,271.367401,275.614227,2.148717,-7.21445
11/23/06,0.570296,270.431091,274.438782,0.445709,-5.806618
11/24/06,0,269.35965,275.593262,0.227877,-3.970819
11/25/06,0,269.083344,273.950714,0.468306,-3.083957
11/26/06,0,269.731689,273.985962,0.071397,3.287618
11/27/06,3.098357,270.94632,276.000793,-1.311161,3.199043
11/28/06,4.080608,272.114471,276.916046,1.332467,-4.644273
11/29/06,0.285182,271.308167,277.773926,2.974898,0.355477
11/30/06,0.513814,274.275238,284.134125,0.905949,5.24621
12/1/06,0.558327,275.799988,283.904266,2.030277,3.887374
12/2/06,1.505031,279.411102,287.320068,0.704667,5.685097
12/3/06,0,277.965851,286.262543,1.775484,3.831637
12/4/06,0.480841,277.091217,285.775208,1.627101,6.302369
12/5/06,0,279.654175,288.332855,3.924093,1.580814
12/6/06,1.505825,279.16449,286.741974,-1.42959,5.240616
12/7/06,4.288898,280.604309,288.895752,0.613026,6.576829
12/8/06,2.265499,273.167084,285.61554,1.551503,-4.378394
12/9/06,0,270.268066,277.479279,-1.105392,-2.883307
12/10/06,0,272.363739,278.673004,-1.882411,-0.680075
12/11/06,1.280958,271.885406,281.735443,-0.629315,5.181381
12/12/06,0.695443,268.398041,276.582306,5.888134,3.32616
12/13/06,2.721817,262.791168,272.680786,5.064498,-5.047408
12/14/06,0,262.069519,271.18454,3.63826,-4.362935
12/15/06,0,266.870056,273.37561,2.616576,-2.142956
12/16/06,0,267.167145,274.954132,0.364523,4.688025
12/17/06,0.401084,270.234436,278.440643,0.167207,7.683064
12/18/06,0,273.73941,279.805725,6.18703,2.579489
12/19/06,0,270.683502,277.077972,6.975212,-3.555375
12/20/06,0.372977,269.584198,275.342133,1.528666,-2.487534
12/21/06,9.324267,269.194244,274.944061,-4.127881,3.490453
12/22/06,2.518104,271.440094,276.398041,0.18085,-1.344756
12/23/06,0.965443,269.52356,275.486511,-1.309175,2.446113
12/24/06,0,270.239471,275.641357,-2.683007,0.30858
12/25/06,0,265.618439,274.44342,-0.753153,-3.446797
12/26/06,0,264.652557,272.245056,0.454684,-2.397082
12/27/06,0,267.891998,274.0849,-0.878829,4.722368
12/28/06,3.905083,269.287567,274.89325,-2.014198,4.723173
12/29/06,3.598216,268.088348,274.812561,-0.565863,-3.986487
12/30/06,2.759204,264.115356,271.603424,1.511567,-5.787221
12/31/06,0,263.58551,269.644928,0.908544,-3.852603
1/1/07,0,265.876129,270.732117,1.599074,-2.342958
1/2/07,0.738208,262.029144,269.196289,2.503301,-3.977852
1/3/07,0,260.098328,267.53067,-0.542494,-0.247605
1/4/07,0.736596,262.626526,268.987,-0.383667,-2.29495
1/5/07,0,261.855682,269.86499,3.150717,-4.962246
1/6/07,0,263.559875,270.477173,1.772246,0.32039
1/7/07,1.242455,262.32309,270.241943,1.93803,-1.386508
1/8/07,0.46845,261.865356,270.155121,2.732934,-1.598257
1/9/07,1.071441,264.295593,271.988983,4.261243,-1.441409
1/10/07,0,265.337402,271.896179,4.28239,-2.041338
1/11/07,0,264.047638,269.696899,2.577651,-2.860463
1/12/07,0,262.371735,270.246674,2.046912,-2.405778
1/13/07,0,261.83017,273.104492,1.866539,3.276095
1/14/07,0,264.608154,274.210663,1.111903,5.493741
1/15/07,3.570808,260.492645,272.844208,4.431755,2.782438
1/16/07,1.047603,260.156006,268.628113,8.179632,2.929759
1/17/07,0.571852,263.48584,269.045502,8.58045,-0.943081
1/18/07,0,262.742035,268.753479,5.083778,-3.662361
1/19/07,0,263.388397,269.929535,4.535736,-2.188339
1/20/07,0,264.022797,271.5578,0.669085,2.868815
1/21/07,2.792622,267.053711,278.331085,-1.849801,7.882912
1/22/07,2.221595,273.899475,279.607727,0.338503,5.570669
1/23/07,1.389219,273.252045,279.583496,-1.848783,5.025587
1/24/07,4.422663,269.815063,278.175842,1.643532,2.978171
1/25/07,2.476024,266.353271,273.91394,8.775526,2.979884
1/26/07,0,261.905121,270.706726,7.182911,-2.345228
1/27/07,0.467307,265.141144,278.425751,0.059209,6.267327
1/28/07,0,273.060913,279.076111,2.07579,2.357816
1/29/07,0,273.213745,282.133453,-1.499296,6.314638
1/30/07,2.568574,274.024872,284.272034,-1.926855,6.66692
1/31/07,4.567746,275.154083,287.724213,-2.591115,9.153103
2/1/07,4.524996,278.518585,290.442261,-0.670118,7.498424
2/2/07,0.849786,274.258057,290.185822,4.031489,3.756264
2/3/07,0.984113,271.043121,279.912537,4.462244,2.750255
2/4/07,0,269.27359,276.875763,5.525674,-1.125416
2/5/07,0,268.970917,275.890198,3.563442,-1.618962
2/6/07,0.468965,268.298798,276.584106,3.108586,-0.822729
2/7/07,0,269.365173,276.978638,2.719849,-1.447721
2/8/07,0,267.98291,275.923126,4.609243,-1.907176
2/9/07,0,269.743011,281.943268,3.629649,3.973656
2/10/07,0,267.970825,281.891937,5.133413,-3.426793
2/11/07,0,261.212494,272.982147,6.015307,-5.354168
2/12/07,0,260.935486,270.826935,4.599567,-5.225593
2/13/07,0,265.233215,275.532349,3.762198,1.603994
2/14/07,0,269.851959,279.010498,4.334626,4.702986
2/15/07,4.908728,268.647278,276.992065,1.133258,-3.222504
2/16/07,0,267.231537,275.756927,-1.186664,-1.084798
2/17/07,0,269.36969,277.491699,-0.141705,3.215597
2/18/07,0.869273,270.91394,277.948578,-1.581244,5.029255
2/19/07,12.095012,275.973175,279.203918,-3.76792,2.623782
2/20/07,3.410978,271.372375,279.514984,7.426888,-5.616167
2/21/07,0,270.421082,278.42749,4.899403,-3.09377
2/22/07,2.927749,273.625122,279.824432,-2.291372,4.858646
2/23/07,9.74948,272.724762,278.930603,3.494206,-3.57626
2/24/07,1.504712,269.490845,277.463287,9.628756,-6.239955
2/25/07,0.471482,266.90332,274.582092,7.156419,-2.845753
2/26/07,0,266.292023,275.184937,6.237648,-1.816395
2/27/07,0.675309,268.650757,277.212341,0.723728,4.096434
2/28/07,0.284059,263.206299,276.426331,6.556716,-2.422851
3/1/07,0,257.812744,268.30365,4.832942,-5.244911
3/2/07,0,255.478271,264.898743,1.042603,-1.740852
3/3/07,13.029128,260.729034,277.441895,-1.933497,8.335414
3/4/07,0.326363,266.454376,278.897186,6.107556,-1.047342
3/5/07,0,262.737152,273.819519,1.815593,-1.756351
3/6/07,0,266.818817,279.001678,-1.311232,5.364248
3/7/07,0,270.179657,281.64859,-1.768408,5.675458
3/8/07,0,271.506775,281.017548,-1.932005,3.654068
3/9/07,5.945112,268.690826,278.967651,6.863839,-2.982048
3/10/07,1.524823,268.318756,275.951202,3.479725,-0.98411
3/11/07,3.010252,270.865753,283.381012,2.644801,1.897743
